Ticket,Branch,Counter Type,Step,Start Time,Start by,Call Time,Call by,Process Time,Process by,Done Time,Done by,No Show Time,No Show by,Void Time,Void by,Waiting Time (s),Walking time (s),Process time (s),Total time (s)
DA092,HHT,c,1,2020-06-11 13:29:39,1461565,2020-06-11 13:39:24,1461565,2020-06-11 13:39:51,1461565,2020-06-11 13:47:27,1461565,None,None,None,None,585,27,456,1068
DA093,HHT,c,1,2020-06-11 13:31:28,1456755,2020-06-11 13:41:31,1456755,None,1456755,None,1456755,None,None,None,None,603,None,None,None
AA021,HHT,c,1,2020-06-11 13:33:51,1461565,2020-06-11 13:47:27,1461565,2020-06-11 13:47:41,1461565,2020-06-11 13:57:38,1461565,None,None,None,None,816,14,597,1427
DA094,HHT,c,1,2020-06-11 13:34:31,1498468,2020-06-11 13:41:45,1498468,2020-06-11 13:41:57,1498468,2020-06-11 13:43:08,1498468,None,None,None,None,434,12,71,517
DA095,HHT,c,1,2020-06-11 13:35:46,1498468,2020-06-11 13:44:31,1498468,2020-06-11 13:44:35,1498468,2020-06-11 13:46:31,1498468,None,None,None,None,525,4,116,645
DA096,HHT,c,1,2020-06-11 13:40:21,1498468,2020-06-11 13:46:31,1498468,2020-06-11 13:46:33,1498468,2020-06-11 13:46:33,1498468,None,None,None,None,370,2,0,372
DA097,HHT,c,1,2020-06-11 13:41:43,1456755,2020-06-11 13:47:48,1456755,2020-06-11 13:50:24,1456755,2020-06-11 13:50:25,1456755,None,None,None,None,365,156,1,522
BA006,HHT,c,1,2020-06-11 13:49:08,BA002,2020-06-11 13:49:09,BA002,2020-06-11 13:56:06,BA002,2020-06-11 13:56:06,BA002,None,None,None,None,1,417,0,418
DA099,HHT,c,1,2020-06-11 13:50:32,1498468,2020-06-11 13:52:36,1498468,2020-06-11 13:52:40,1498468,2020-06-11 13:52:40,1498468,None,None,None,None,124,4,0,128
DA100,HHT,c,1,2020-06-11 13:51:05,1456755,2020-06-11 13:52:53,1456755,2020-06-11 13:55:47,1456755,2020-06-11 13:55:47,1456755,None,None,None,None,108,174,0,282
DA101,HHT,c,1,2020-06-11 13:53:09,1498468,2020-06-11 13:55:05,1498468,2020-06-11 13:55:13,1498468,2020-06-11 13:55:13,1498468,None,None,None,None,116,8,0,124
DA102,HHT,c,1,2020-06-11 13:53:19,1456755,2020-06-11 13:55:57,1456755,None,1456755,None,1456755,None,None,None,None,158,None,None,None
DA103,HHT,c,1,2020-06-11 13:59:21,1461565,2020-06-11 13:59:21,1461565,2020-06-11 13:59:39,1461565,2020-06-11 14:03:00,1461565,None,None,None,None,0,18,201,219
AA022,HHT,c,1,2020-06-11 14:02:17,1461565,2020-06-11 14:03:01,1461565,2020-06-11 14:03:12,1461565,2020-06-11 14:07:01,1461565,None,None,None,None,44,11,229,284
DA104,HHT,c,1,2020-06-11 14:02:25,1456755,2020-06-11 14:03:52,1456755,2020-06-11 14:05:25,1456755,2020-06-11 14:05:26,1456755,None,None,None,None,87,93,1,181
DA105,HHT,c,1,2020-06-11 14:02:57,1461565,2020-06-11 14:07:01,1461565,2020-06-11 14:07:13,1461565,2020-06-11 14:09:41,1461565,None,None,None,None,244,12,148,404
BA007,HHT,c,1,2020-06-11 14:03:58,BA002,2020-06-11 14:03:58,BA002,2020-06-11 14:09:11,BA002,2020-06-11 14:09:12,BA002,None,None,None,None,0,313,1,314
DA106,HHT,c,1,2020-06-11 14:07:00,1456755,2020-06-11 14:08:40,1456755,2020-06-11 14:08:59,1456755,2020-06-11 14:11:40,1456755,None,None,None,None,100,19,161,280
DA107,HHT,c,1,2020-06-11 14:08:09,1461565,2020-06-11 14:09:41,1461565,2020-06-11 14:09:54,1461565,2020-06-11 14:11:48,1461565,None,None,None,None,92,13,114,219
DA108,HHT,c,1,2020-06-11 14:09:59,1461565,2020-06-11 14:11:48,1461565,2020-06-11 14:12:04,1461565,2020-06-11 14:25:19,1461565,None,None,None,None,109,16,795,920
DA109,HHT,c,1,2020-06-11 14:13:49,1498468,2020-06-11 14:13:49,1498468,2020-06-11 14:14:02,1498468,2020-06-11 14:14:03,1498468,None,None,None,None,0,13,1,14
DA111,HHT,c,1,2020-06-11 14:16:55,1498468,2020-06-11 14:17:43,1498468,2020-06-11 14:17:57,1498468,2020-06-11 14:25:45,1498468,None,None,None,None,48,14,468,530
DA112,HHT,c,1,2020-06-11 14:21:22,1456755,2020-06-11 14:21:23,1456755,2020-06-11 14:24:14,1456755,2020-06-11 14:24:15,1456755,None,None,None,None,1,171,1,173
DA114,HHT,c,1,2020-06-11 14:23:25,1456755,2020-06-11 14:24:15,1456755,2020-06-11 14:27:12,1456755,2020-06-11 14:27:13,1456755,None,None,None,None,50,177,1,228
DA115,HHT,c,1,2020-06-11 14:23:32,1461565,2020-06-11 14:25:19,1461565,2020-06-11 14:25:39,1461565,2020-06-11 14:29:29,1461565,None,None,None,None,107,20,230,357
DB008,HHT,c,1,2020-06-11 14:25:27,1498468,2020-06-11 14:25:47,1498468,2020-06-11 14:26:02,1498468,2020-06-11 15:51:46,1498468,None,None,None,None,20,15,5144,5179
DB009,HHT,c,1,2020-06-11 14:27:16,1456755,2020-06-11 14:27:56,1456755,2020-06-11 14:30:32,1456755,2020-06-11 14:30:33,1456755,None,None,None,None,40,156,1,197
DA117,HHT,c,1,2020-06-11 14:27:25,1461565,2020-06-11 14:29:29,1461565,2020-06-11 14:29:41,1461565,2020-06-11 14:32:54,1461565,None,None,None,None,124,12,193,329
DB010,HHT,c,1,2020-06-11 14:27:58,1456755,2020-06-11 14:30:33,1456755,2020-06-11 14:34:37,1456755,2020-06-11 14:37:04,1456755,None,None,None,None,155,244,147,546
DA118,HHT,c,1,2020-06-11 14:28:37,1461565,2020-06-11 14:32:54,1461565,2020-06-11 14:33:15,1461565,2020-06-11 14:39:57,1461565,None,None,None,None,257,21,402,680
DA121,HHT,c,1,2020-06-11 14:35:33,1456755,2020-06-11 14:37:05,1456755,2020-06-11 14:37:17,1456755,2020-06-11 14:41:15,1456755,None,None,None,None,92,12,238,342
DA123,HHT,c,1,2020-06-11 14:38:51,1461565,2020-06-11 14:39:57,1461565,2020-06-11 14:40:28,1461565,2020-06-11 14:48:44,1461565,None,None,None,None,66,31,496,593
DA124,HHT,c,1,2020-06-11 14:39:35,1456755,2020-06-11 14:41:33,1456755,2020-06-11 14:50:49,1456755,2020-06-11 14:50:50,1456755,None,None,None,None,118,556,1,675
DA126,HHT,c,1,2020-06-11 14:58:20,1456755,2020-06-11 14:58:36,1456755,2020-06-11 15:00:57,1456755,2020-06-11 15:05:02,1456755,None,None,None,None,16,141,245,402
DA130,HHT,c,1,2020-06-11 15:04:57,1456755,2020-06-11 15:05:02,1456755,2020-06-11 15:06:46,1456755,2020-06-11 15:06:53,1456755,None,None,None,None,5,104,7,116
DA132,HHT,c,1,2020-06-11 15:05:48,1456755,2020-06-11 15:06:53,1456755,2020-06-11 15:10:33,1456755,2020-06-11 15:10:33,1456755,None,None,None,None,65,220,0,285
FB001,HHT,c,1,2020-06-11 15:07:16,101002,2020-06-11 15:07:16,101002,None,101002,None,101002,None,None,None,None,0,None,None,None
DA135,HHT,c,1,2020-06-11 15:11:15,1456755,2020-06-11 15:11:26,1456755,2020-06-11 15:12:47,1456755,2020-06-11 15:12:48,1456755,None,None,None,None,11,81,1,93
DA138,HHT,c,1,2020-06-11 15:12:51,1456755,2020-06-11 15:14:22,1456755,2020-06-11 15:51:28,1456755,2020-06-11 15:51:29,1456755,None,None,None,None,91,2226,1,2318
FA003,HHT,c,1,2020-06-11 15:37:53,101003,2020-06-11 15:37:53,101003,None,101003,None,101003,None,None,None,None,0,None,None,None
DA154,HHT,c,1,2020-06-11 15:41:52,1456755,2020-06-11 15:51:29,1456755,None,1456755,None,1456755,None,None,None,None,577,None,None,None
DA155,HHT,c,1,2020-06-11 15:42:57,1498468,2020-06-11 15:51:46,1498468,2020-06-11 15:51:59,1498468,2020-06-11 15:54:50,1498468,None,None,None,None,529,13,171,713
DA156,HHT,c,1,2020-06-11 15:43:48,1498468,2020-06-11 15:54:56,1498468,2020-06-11 15:55:08,1498468,2020-06-11 15:55:09,1498468,None,None,None,None,668,12,1,681
DA159,HHT,c,1,2020-06-11 15:48:18,1498468,2020-06-11 16:03:12,1498468,2020-06-11 16:03:39,1498468,2020-06-11 16:05:25,1498468,None,None,None,None,894,27,106,1027
DA160,HHT,c,1,2020-06-11 15:50:17,1498468,2020-06-11 16:05:25,1498468,2020-06-11 16:05:40,1498468,2020-06-11 16:07:01,1498468,None,None,None,None,908,15,81,1004
DA161,HHT,c,1,2020-06-11 15:50:23,1498468,2020-06-11 16:07:01,1498468,2020-06-11 16:07:11,1498468,2020-06-11 16:07:11,1498468,None,None,None,None,998,10,0,1008
DA163,HHT,c,1,2020-06-11 15:51:07,1461565,2020-06-11 16:09:12,1461565,2020-06-11 16:09:47,1461565,2020-06-11 16:11:57,1461565,None,None,None,None,1085,35,130,1250
DA164,HHT,c,1,2020-06-11 15:53:20,1498468,2020-06-11 16:09:29,1498468,2020-06-11 16:09:39,1498468,2020-06-11 16:09:39,1498468,None,None,None,None,969,10,0,979
DA165,HHT,c,1,2020-06-11 15:56:03,1498468,2020-06-11 16:11:48,1498468,2020-06-11 16:12:00,1498468,2020-06-11 16:23:14,1498468,None,None,None,None,945,12,674,1631
DA166,HHT,c,1,2020-06-11 15:56:29,1461565,2020-06-11 16:11:57,1461565,2020-06-11 16:12:43,1461565,2020-06-11 16:19:58,1461565,None,None,None,None,928,46,435,1409
DA169,HHT,c,1,2020-06-11 16:00:22,1461565,2020-06-11 16:19:59,1461565,2020-06-11 16:20:17,1461565,2020-06-11 16:25:47,1461565,None,None,None,None,1177,18,330,1525
DB011,HHT,c,1,2020-06-11 16:07:38,DB001,2020-06-11 16:09:27,DB001,2020-06-11 16:12:07,DB001,2020-06-11 16:12:07,DB001,None,None,None,None,109,160,0,269
DA171,HHT,c,1,2020-06-11 16:14:28,1498468,2020-06-11 16:23:15,1498468,2020-06-11 16:24:19,1498468,2020-06-11 16:45:57,1498468,None,None,None,None,527,64,1298,1889
DB012,HHT,c,1,2020-06-11 16:20:25,1461565,2020-06-11 16:25:47,1461565,2020-06-11 16:26:21,1461565,2020-06-11 16:26:22,1461565,None,None,None,None,322,34,1,357
DA173,HHT,c,1,2020-06-11 16:20:31,1461565,2020-06-11 16:26:22,1461565,2020-06-11 16:27:07,1461565,2020-06-11 16:28:46,1461565,None,None,None,None,351,45,99,495
BA008,HHT,c,1,2020-06-11 16:20:53,BA001,2020-06-11 16:20:53,BA001,2020-06-11 16:30:45,BA001,2020-06-11 16:52:02,BA001,None,None,None,None,0,592,1277,1869
DA175,HHT,c,1,2020-06-11 16:24:16,1461565,2020-06-11 16:28:46,1461565,2020-06-11 16:28:58,1461565,2020-06-11 16:32:23,1461565,None,None,None,None,270,12,205,487
DA178,HHT,c,1,2020-06-11 16:29:22,1461565,2020-06-11 16:32:24,1461565,2020-06-11 16:32:35,1461565,2020-06-11 16:39:35,1461565,None,None,None,None,182,11,420,613
DA180,HHT,c,1,2020-06-11 16:39:38,1456755,2020-06-11 16:39:39,1456755,2020-06-11 16:41:55,1456755,2020-06-11 16:41:55,1456755,None,None,None,None,1,136,0,137
DA181,HHT,c,1,2020-06-11 16:39:46,1461565,2020-06-11 16:39:46,1461565,2020-06-11 16:40:05,1461565,2020-06-11 16:42:09,1461565,None,None,None,None,0,19,124,143
AA032,HHT,c,1,2020-06-11 16:41:26,1461565,2020-06-11 16:42:10,1461565,2020-06-11 16:42:30,1461565,2020-06-11 16:47:46,1461565,None,None,None,None,44,20,316,380
FA004,HHT,c,1,2020-06-11 16:42:08,101003,2020-06-11 16:42:08,101003,2020-06-11 16:42:48,101003,2020-06-11 16:42:48,101003,None,None,None,None,0,40,0,40
DA184,HHT,c,1,2020-06-11 16:42:51,1456755,2020-06-11 16:42:51,1456755,2020-06-11 16:45:00,1456755,2020-06-11 16:45:00,1456755,None,None,None,None,0,129,0,129
DA185,HHT,c,1,2020-06-11 16:44:40,1456755,2020-06-11 16:45:19,1456755,None,1456755,None,1456755,None,None,None,None,39,None,None,None
DA186,HHT,c,1,2020-06-11 16:45:22,1498468,2020-06-11 16:45:57,1498468,2020-06-11 16:46:07,1498468,2020-06-11 16:46:08,1498468,None,None,None,None,35,10,1,46
AA034,HHT,c,1,2020-06-11 16:45:37,1461565,2020-06-11 16:47:46,1461565,2020-06-11 16:48:03,1461565,2020-06-11 16:53:46,1461565,None,None,None,None,129,17,343,489
DA188,HHT,c,1,2020-06-11 16:48:55,1498468,2020-06-11 16:50:52,1498468,2020-06-11 16:51:25,1498468,2020-06-11 16:53:38,1498468,None,None,None,None,117,33,133,283
DA189,HHT,c,1,2020-06-11 16:49:43,1456755,2020-06-11 16:53:12,1456755,2020-06-11 16:54:35,1456755,2020-06-11 16:54:36,1456755,None,None,None,None,209,83,1,293
DB014,HHT,c,1,2020-06-11 16:51:04,1498468,2020-06-11 16:53:38,1498468,2020-06-11 16:53:55,1498468,2020-06-11 16:57:44,1498468,None,None,None,None,154,17,229,400
DA190,HHT,c,1,2020-06-11 16:52:06,1461565,2020-06-11 16:53:46,1461565,2020-06-11 16:54:26,1461565,2020-06-11 16:59:10,1461565,None,None,None,None,100,40,284,424
DA191,HHT,c,1,2020-06-11 16:54:18,1456755,2020-06-11 16:55:53,1456755,2020-06-11 16:59:03,1456755,2020-06-11 16:59:04,1456755,None,None,None,None,95,190,1,286
DA192,HHT,c,1,2020-06-11 16:57:00,1498468,2020-06-11 16:57:44,1498468,2020-06-11 16:58:08,1498468,2020-06-11 17:00:44,1498468,None,None,None,None,44,24,156,224
DA193,HHT,c,1,2020-06-11 16:58:56,1456755,2020-06-11 16:59:04,1456755,2020-06-11 17:20:57,1456755,2020-06-11 17:35:01,1456755,None,None,None,None,8,1313,844,2165
DA194,HHT,c,1,2020-06-11 17:00:07,1461565,2020-06-11 17:00:07,1461565,2020-06-11 17:00:16,1461565,2020-06-11 17:04:26,1461565,None,None,None,None,0,9,250,259
BA009,HHT,c,1,2020-06-11 17:00:52,BA002,2020-06-11 17:00:52,BA002,2020-06-11 17:04:29,BA002,2020-06-11 17:04:30,BA002,None,None,None,None,0,217,1,218
DB015,HHT,c,1,2020-06-11 17:03:24,1498468,2020-06-11 17:03:25,1498468,2020-06-11 17:03:41,1498468,2020-06-11 17:07:58,1498468,None,None,None,None,1,16,257,274
DA195,HHT,c,1,2020-06-11 17:04:20,1461565,2020-06-11 17:04:26,1461565,2020-06-11 17:04:49,1461565,2020-06-11 17:42:12,1461565,None,None,None,None,6,23,2243,2272
DB016,HHT,c,1,2020-06-11 17:10:05,1498468,2020-06-11 17:10:05,1498468,2020-06-11 17:10:13,1498468,2020-06-11 17:12:04,1498468,None,None,None,None,0,8,111,119
DA197,HHT,c,1,2020-06-11 17:20:54,1498468,2020-06-11 17:20:55,1498468,2020-06-11 17:21:09,1498468,2020-06-11 17:21:09,1498468,None,None,None,None,1,14,0,15
BA010,HHT,c,1,2020-06-11 17:24:29,BA001,2020-06-11 17:24:29,BA001,2020-06-11 17:54:39,BA001,2020-06-11 17:54:39,BA001,None,None,None,None,0,1810,0,1810
BA011,HHT,c,1,2020-06-11 17:25:03,BA002,2020-06-11 17:25:04,BA002,2020-06-11 17:30:00,BA002,2020-06-11 17:30:01,BA002,None,None,None,None,1,296,1,298
DB017,HHT,c,1,2020-06-11 17:26:03,1498468,2020-06-11 17:26:03,1498468,2020-06-11 17:26:18,1498468,2020-06-11 17:28:35,1498468,None,None,None,None,0,15,137,152
DA200,HHT,c,1,2020-06-11 17:33:31,1498468,2020-06-11 17:33:31,1498468,2020-06-11 17:34:00,1498468,2020-06-11 17:35:35,1498468,None,None,None,None,0,29,95,124
DA202,HHT,c,1,2020-06-11 17:34:54,1498468,2020-06-11 17:35:35,1498468,2020-06-11 17:35:38,1498468,2020-06-11 17:35:39,1498468,None,None,None,None,41,3,1,45
DA203,HHT,c,1,2020-06-11 17:35:40,1456755,2020-06-11 17:35:40,1456755,2020-06-11 17:55:16,1456755,2020-06-11 17:55:18,1456755,None,None,None,None,0,1176,2,1178
DA205,HHT,c,1,2020-06-11 17:38:56,1498468,2020-06-11 17:38:56,1498468,2020-06-11 17:39:10,1498468,2020-06-11 17:40:58,1498468,None,None,None,None,0,14,108,122
DA207,HHT,c,1,2020-06-11 17:41:53,1498468,2020-06-11 17:41:53,1498468,2020-06-11 17:44:53,1498468,2020-06-11 17:44:54,1498468,None,None,None,None,0,180,1,181
DB018,HHT,c,1,2020-06-11 17:42:43,1461565,2020-06-11 17:42:44,1461565,2020-06-11 17:44:16,1461565,2020-06-11 17:46:38,1461565,None,None,None,None,1,92,142,235
DA209,HHT,c,1,2020-06-11 17:43:18,1498468,2020-06-11 17:45:08,1498468,2020-06-11 17:45:25,1498468,2020-06-11 17:47:50,1498468,None,None,None,None,110,17,145,272
DA210,HHT,c,1,2020-06-11 17:45:12,1461565,2020-06-11 17:46:38,1461565,2020-06-11 17:46:49,1461565,2020-06-11 17:49:48,1461565,None,None,None,None,86,11,179,276
DA211,HHT,c,1,2020-06-11 17:48:05,1498468,2020-06-11 17:48:05,1498468,2020-06-11 17:50:35,1498468,2020-06-11 17:50:35,1498468,None,None,None,None,0,150,0,150
DA212,HHT,c,1,2020-06-11 17:48:13,1461565,2020-06-11 17:49:48,1461565,2020-06-11 17:50:11,1461565,2020-06-11 17:58:18,1461565,None,None,None,None,95,23,487,605
DB019,HHT,c,1,2020-06-11 17:49:57,1498468,2020-06-11 17:50:36,1498468,2020-06-11 17:50:38,1498468,2020-06-11 17:54:13,1498468,None,None,None,None,39,2,215,256
DA213,HHT,c,1,2020-06-11 17:56:37,1498468,2020-06-11 17:56:38,1498468,2020-06-11 17:56:48,1498468,2020-06-11 17:58:59,1498468,None,None,None,None,1,10,131,142
DA214,HHT,c,1,2020-06-11 17:56:44,1456755,2020-06-11 17:56:52,1456755,None,1456755,None,1456755,None,None,None,None,8,None,None,None
DA215,HHT,c,1,2020-06-11 17:59:51,1461565,2020-06-11 17:59:51,1461565,2020-06-11 18:00:02,1461565,2020-06-11 18:12:25,1461565,None,None,None,None,0,11,743,754
FB002,HHT,c,1,2020-06-11 18:03:15,101001,2020-06-11 18:03:15,101001,2020-06-11 18:12:55,101001,2020-06-11 18:26:11,101001,None,None,None,None,0,580,796,1376
DA216,HHT,c,1,2020-06-11 18:03:24,1498468,2020-06-11 18:03:24,1498468,2020-06-11 18:03:39,1498468,2020-06-11 18:13:56,1498468,None,None,None,None,0,15,617,632
DA218,HHT,c,1,2020-06-11 18:13:48,1456755,2020-06-11 18:13:48,1456755,None,1456755,None,1456755,None,None,None,None,0,None,None,None
DA220,HHT,c,1,2020-06-11 18:15:12,1461565,2020-06-11 18:15:13,1461565,2020-06-11 18:15:21,1461565,2020-06-11 18:17:57,1461565,None,None,None,None,1,8,156,165
DA221,HHT,c,1,2020-06-11 18:16:51,1498468,2020-06-11 18:16:51,1498468,2020-06-11 18:17:17,1498468,2020-06-11 18:17:18,1498468,None,None,None,None,0,26,1,27
DA223,HHT,c,1,2020-06-11 18:23:49,1461565,2020-06-11 18:23:49,1461565,2020-06-11 18:24:00,1461565,2020-06-11 18:26:30,1461565,None,None,None,None,0,11,150,161
DA225,HHT,c,1,2020-06-11 18:32:43,1461565,2020-06-11 18:32:43,1461565,2020-06-11 18:32:56,1461565,2020-06-11 18:35:19,1461565,None,None,None,None,0,13,143,156
DA227,HHT,c,1,2020-06-11 18:34:13,1498468,2020-06-11 18:34:14,1498468,2020-06-11 18:34:20,1498468,2020-06-11 18:34:25,1498468,None,None,None,None,1,6,5,12
BA012,HHT,c,1,2020-06-11 18:35:07,BA002,2020-06-11 18:35:08,BA002,2020-06-11 18:44:00,BA002,2020-06-11 18:44:01,BA002,None,None,None,None,1,532,1,534
DA228,HHT,c,1,2020-06-11 18:35:40,1461565,2020-06-11 18:35:40,1461565,2020-06-11 18:35:53,1461565,2020-06-11 18:38:26,1461565,None,None,None,None,0,13,153,166
AA040,HHT,c,1,2020-06-11 18:38:22,1461565,2020-06-11 18:38:27,1461565,2020-06-11 18:38:44,1461565,2020-06-11 18:44:07,1461565,None,None,None,None,5,17,323,345
DA232,HHT,c,1,2020-06-11 18:39:37,1498468,2020-06-11 18:39:37,1498468,2020-06-11 18:39:53,1498468,2020-06-11 18:39:56,1498468,None,None,None,None,0,16,3,19
DA235,HHT,c,1,2020-06-11 18:43:21,1498468,2020-06-11 18:43:21,1498468,2020-06-11 18:43:38,1498468,2020-06-11 19:12:42,1498468,None,None,None,None,0,17,1744,1761
DB021,HHT,c,1,2020-06-11 18:44:04,1461565,2020-06-11 18:44:07,1461565,2020-06-11 18:44:29,1461565,2020-06-11 18:46:06,1461565,None,None,None,None,3,22,97,122
DA238,HHT,c,1,2020-06-11 18:44:48,1461565,2020-06-11 18:46:06,1461565,2020-06-11 18:46:25,1461565,2020-06-11 18:54:09,1461565,None,None,None,None,78,19,464,561
DA243,HHT,c,1,2020-06-11 18:50:19,1461565,2020-06-11 18:54:09,1461565,2020-06-11 18:54:27,1461565,2020-06-11 18:56:18,1461565,None,None,None,None,230,18,111,359
AB006,HHT,c,1,2020-06-11 18:57:35,1461565,2020-06-11 18:58:50,1461565,2020-06-11 18:58:53,1461565,2020-06-11 19:11:25,1461565,None,None,None,None,75,3,752,830
AB007,HHT,c,1,2020-06-11 19:10:12,1461565,2020-06-11 19:11:25,1461565,2020-06-11 19:11:34,1461565,2020-06-11 19:15:56,1461565,None,None,None,None,73,9,262,344
DA248,HHT,c,1,2020-06-11 19:10:19,1498468,2020-06-11 19:12:42,1498468,2020-06-11 19:12:51,1498468,2020-06-11 19:15:42,1498468,None,None,None,None,143,9,171,323
AB008,HHT,c,1,2020-06-11 19:14:39,1461565,2020-06-11 19:15:56,1461565,2020-06-11 19:16:04,1461565,2020-06-11 19:25:22,1461565,None,None,None,None,77,8,558,643
DA249,HHT,c,1,2020-06-11 19:17:06,1498468,2020-06-11 19:17:15,1498468,2020-06-11 19:17:17,1498468,2020-06-11 19:17:17,1498468,None,None,None,None,9,2,0,11
DB001,HHT,c,1,2020-06-12 09:32:20,1461565,2020-06-12 09:49:08,1461565,2020-06-12 09:49:09,1461565,2020-06-12 09:58:46,1461565,None,None,None,None,1008,1,577,1586
DA001,HHT,c,1,2020-06-12 09:57:55,1466655,2020-06-12 09:58:23,1466655,2020-06-12 09:58:40,1466655,2020-06-12 10:20:50,1466655,None,None,None,None,28,17,1330,1375
AA001,HHT,c,1,2020-06-12 09:58:07,1461565,2020-06-12 09:58:46,1461565,2020-06-12 09:58:53,1461565,2020-06-12 10:06:57,1461565,None,None,None,None,39,7,484,530
FA001,HHT,c,1,2020-06-12 10:01:15,101003,2020-06-12 10:01:15,101003,2020-06-12 10:01:31,101003,2020-06-12 10:01:33,101003,None,None,None,None,0,16,2,18
DA004,HHT,c,1,2020-06-12 10:03:19,1498468,2020-06-12 10:03:19,1498468,2020-06-12 10:03:30,1498468,2020-06-12 10:08:26,1498468,None,None,None,None,0,11,296,307
DA005,HHT,c,1,2020-06-12 10:06:55,1461565,2020-06-12 10:06:57,1461565,2020-06-12 10:07:23,1461565,2020-06-12 10:10:25,1461565,None,None,None,None,2,26,182,210
DA006,HHT,c,1,2020-06-12 10:08:18,1498468,2020-06-12 10:08:26,1498468,2020-06-12 10:08:30,1498468,2020-06-12 10:08:32,1498468,None,None,None,None,8,4,2,14
DA007,HHT,c,1,2020-06-12 10:09:52,1461565,2020-06-12 10:10:25,1461565,2020-06-12 10:10:56,1461565,2020-06-12 10:24:07,1461565,None,None,None,None,33,31,791,855
AA003,HHT,c,1,2020-06-12 10:20:43,1466655,2020-06-12 10:20:50,1466655,2020-06-12 10:21:20,1466655,2020-06-12 10:41:13,1466655,None,None,None,None,7,30,1193,1230
DA009,HHT,c,1,2020-06-12 10:23:53,1498468,2020-06-12 10:23:53,1498468,2020-06-12 10:24:56,1498468,2020-06-12 10:26:42,1498468,None,None,None,None,0,63,106,169
DA011,HHT,c,1,2020-06-12 10:27:40,1461565,2020-06-12 10:27:41,1461565,2020-06-12 10:27:52,1461565,2020-06-12 10:31:03,1461565,None,None,None,None,1,11,191,203
DA012,HHT,c,1,2020-06-12 10:39:21,1498468,2020-06-12 10:39:21,1498468,2020-06-12 10:39:31,1498468,2020-06-12 10:41:41,1498468,None,None,None,None,0,10,130,140
AA005,HHT,c,1,2020-06-12 10:41:30,1461565,2020-06-12 10:41:30,1461565,2020-06-12 10:41:45,1461565,2020-06-12 11:01:03,1461565,None,None,None,None,0,15,1158,1173
DA014,HHT,c,1,2020-06-12 10:44:19,1466655,2020-06-12 10:44:19,1466655,2020-06-12 10:44:34,1466655,2020-06-12 10:58:58,1466655,None,None,None,None,0,15,864,879
DA016,HHT,c,1,2020-06-12 10:49:36,1498468,2020-06-12 10:49:36,1498468,2020-06-12 10:49:54,1498468,2020-06-12 10:51:29,1498468,None,None,None,None,0,18,95,113
AA007,HHT,c,1,2020-06-12 10:56:46,1466655,2020-06-12 10:58:58,1466655,2020-06-12 10:59:49,1466655,2020-06-12 11:14:03,1466655,None,None,None,None,132,51,854,1037
DA018,HHT,c,1,2020-06-12 10:59:21,1498468,2020-06-12 10:59:21,1498468,2020-06-12 10:59:39,1498468,2020-06-12 11:04:23,1498468,None,None,None,None,0,18,284,302
AA008,HHT,c,1,2020-06-12 11:00:46,1461565,2020-06-12 11:01:03,1461565,2020-06-12 11:01:20,1461565,2020-06-12 11:05:39,1461565,None,None,None,None,17,17,259,293
DA020,HHT,c,1,2020-06-12 11:10:24,1461565,2020-06-12 11:10:25,1461565,2020-06-12 11:10:39,1461565,2020-06-12 11:13:04,1461565,None,None,None,None,1,14,145,160
DA022,HHT,c,1,2020-06-12 11:13:56,1461565,2020-06-12 11:13:57,1461565,2020-06-12 11:15:57,1461565,2020-06-12 11:16:10,1461565,None,None,None,None,1,120,13,134
DA023,HHT,c,1,2020-06-12 11:14:03,1466655,2020-06-12 11:14:03,1466655,2020-06-12 11:14:41,1466655,2020-06-12 11:27:48,1466655,None,None,None,None,0,38,787,825
DA024,HHT,c,1,2020-06-12 11:20:42,1461565,2020-06-12 11:20:42,1461565,2020-06-12 11:20:53,1461565,2020-06-12 11:24:16,1461565,None,None,None,None,0,11,203,214
AA009,HHT,c,1,2020-06-12 11:23:23,1461565,2020-06-12 11:24:16,1461565,2020-06-12 11:24:32,1461565,2020-06-12 11:34:24,1461565,None,None,None,None,53,16,592,661
DA025,HHT,c,1,2020-06-12 11:26:39,1498468,2020-06-12 11:26:39,1498468,2020-06-12 11:26:44,1498468,2020-06-12 11:26:45,1498468,None,None,None,None,0,5,1,6
DA026,HHT,c,1,2020-06-12 11:27:50,1466655,2020-06-12 11:27:50,1466655,2020-06-12 11:28:24,1466655,2020-06-12 11:47:04,1466655,None,None,None,None,0,34,1120,1154
DA027,HHT,c,1,2020-06-12 11:29:15,1498468,2020-06-12 11:29:15,1498468,2020-06-12 11:29:45,1498468,2020-06-12 11:31:20,1498468,None,None,None,None,0,30,95,125
BA001,HHT,c,1,2020-06-12 11:31:23,BA002,2020-06-12 11:31:23,BA002,2020-06-12 11:39:28,BA002,2020-06-12 11:39:28,BA002,None,None,None,None,0,485,0,485
DA028,HHT,c,1,2020-06-12 11:37:05,1461565,2020-06-12 11:37:05,1461565,2020-06-12 11:37:13,1461565,2020-06-12 11:39:56,1461565,None,None,None,None,0,8,163,171
DA029,HHT,c,1,2020-06-12 11:37:16,1498468,2020-06-12 11:37:16,1498468,2020-06-12 11:37:37,1498468,2020-06-12 11:39:01,1498468,None,None,None,None,0,21,84,105
